Timestamp,Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
282411.80839392013,4.354267,-1.2096139,-41.064213,-49.715603,-3.9221208,66.66839,184.3082,9.30473e-10
282411.8123949906,3.595854,5.201952,-33.30525,-64.63864,-48.12116,-3.0151312,78.56961,-4.9954874e-10
282411.81639606104,2.831747,12.079976,-19.28523,-60.18842,-69.68441,-67.925385,-71.50382,-1.6186048e-09
282411.8203971315,1.5625185,18.53788,-1.5924548,-36.41469,-56.083435,-84.08648,-165.025,-1.4436478e-10
282411.82439820195,-0.051242284,23.504248,15.214764,-3.9978068,-21.342348,-51.468628,-162.89485,2.0422843e-09
282411.8283992724,-1.3595458,26.831875,27.911478,23.394463,10.027376,-4.890232,-97.46044,1.1467343e-09
282411.83240034286,-2.2646163,28.596283,36.059887,40.54057,32.11781,30.950752,-21.304905,-1.9287285e-09
282411.8364014133,-3.73999,27.598366,41.359997,57.63486,74.34872,86.60828,69.40477,6.7851114e-10
282411.84040248377,-4.7527733,25.73757,41.3437,56.268784,67.83995,65.30743,55.978024,9.30473e-10
282411.8444035542,-5.7420087,22.998968,37.536015,38.418385,23.834263,-2.0789099,-15.467226,-4.9954874e-10
282411.8484046247,-6.8241034,18.089436,27.482481,12.636164,-25.925295,-59.293762,-88.43351,-1.6186048e-09
282411.8524056951,-7.873637,10.339244,10.419443,-10.925066,-51.830128,-68.17448,-104.97679,-1.4436478e-10
282411.8564067655,-8.634351,2.130745,-9.120549,-30.937256,-56.702354,-43.65554,-48.990726,2.0422843e-09
282411.860407836,-9.021349,-3.5017467,-24.827124,-48.517673,-56.67841,-19.3857,43.421627,1.1467343e-09
282411.86440890643,-9.240157,-7.6213717,-34.457638,-55.84979,-47.145462,3.0769281,110.796646,-1.9287285e-09
282411.8684099769,-9.48876,-15.175353,-39.7752,-43.494633,0.8523118,83.56071,89.20941,9.30473e-10
282411.87241104734,-9.977695,-22.116844,-45.216076,-19.123985,47.38181,64.365166,-1.162156,-4.9954874e-10
282411.8764121178,-10.186693,-27.094347,-42.55167,9.076647,73.60021,20.135422,-80.982704,-1.6186048e-09
282411.88041318825,-9.891121,-28.797783,-29.133394,29.001032,61.76465,-14.977505,-89.911255,-1.4436478e-10
282411.8844142587,-9.424255,-28.17156,-11.676312,40.893192,26.140226,-42.53032,-27.83157,2.0422843e-09
282411.88841532916,-9.172408,-26.795284,1.0277567,51.73735,-5.6344895,-69.42483,51.34977,1.1467343e-09
282411.8924163996,-8.87547,-24.722942,10.273837,55.782425,-28.945917,-66.99746,93.18873,-1.9287285e-09
282411.89641747007,-7.910753,-20.09914,33.28133,27.91641,-66.51825,32.173496,81.10201,-4.9954874e-10
282411.9004185405,-7.076574,-15.310079,44.24252,-2.449557,-65.43119,86.130554,19.29843,-1.6186048e-09
282411.904419611,-5.7914457,-7.689336,42.792408,-25.816858,-37.23052,89.02694,-23.511925,-1.4436478e-10
282411.90842068143,-4.4687862,1.6668335,34.44805,-41.655476,7.428678,50.259693,-39.46782,2.0422843e-09
282411.9124217519,-3.5840375,9.085796,27.521437,-54.722126,49.79703,-2.4976902,-32.587883,1.1467343e-09
282411.91642282234,-2.9456837,13.540805,21.36538,-59.932915,72.76331,-47.567337,-1.4584479,-1.9287285e-09
282411.9204238928,-1.4685942,20.208748,2.9432964,-34.289684,61.368942,-74.73061,71.674034,-4.9954874e-10
282411.92442496325,-0.24848042,24.462362,-11.388181,-7.78437,28.844,-51.03527,59.65101,-1.6186048e-09
282411.9284260337,1.2712157,26.033367,-22.739523,14.925703,-5.9202695,-17.082863,33.72084,-1.4436478e-10
282411.93242710416,2.7574174,26.565285,-31.548876,34.863865,-38.181965,24.84627,-11.096101,2.0422843e-09
282411.9364281746,3.816083,27.642292,-38.980595,54.462593,-67.68667,75.7985,-78.36196,1.1467343e-09
282411.94042924506,4.5772405,27.9124,-41.902874,63.968704,-78.26601,98.88025,-104.40113,-1.9287285e-09
282411.94443031546,5.6551504,23.624928,-35.674095,43.77695,-27.561811,2.439084,72.089775,-1.6186048e-09
282411.9484313859,6.7966037,16.066343,-21.193626,16.425783,5.4970894,-37.84687,108.0035,-1.4436478e-10
282411.95243245637,7.878642,7.9971313,-4.296733,-13.399778,37.48646,-59.974133,73.69965,2.0422843e-09
282411.9564335268,8.5566025,2.310419,7.4229045,-33.790943,68.66892,-77.049934,12.550413,1.1467343e-09
282411.9604345973,8.971347,-1.5217363,16.056652,-43.56177,81.91157,-70.70798,-44.80005,-1.9287285e-09
282411.96443566773,9.818162,-9.2871065,35.87732,-55.989227,32.33034,41.585175,-147.66478,-1.6186048e-09
282411.9684367382,10.137337,-15.455949,38.902702,-41.59476,-3.4330156,69.703476,-147.97906,-1.4436478e-10
282411.97243780864,10.13211,-21.134018,37.338837,-15.98746,-35.347202,53.568974,-66.884155,2.0422843e-09
282411.9764388791,9.87911,-25.873528,36.24785,8.153152,-62.09725,27.151072,44.876377,1.1467343e-09
282411.98043994955,9.579483,-28.616732,32.117043,25.99337,-68.97534,-0.27359524,111.551636,-1.9287285e-09
282411.98444102,9.221324,-28.183311,11.434451,48.037727,-40.596546,-80.20134,42.743725,9.30473e-10
282411.98844209046,9.100278,-28.735363,-6.4651146,56.5565,10.830015,-67.2504,-28.018568,-4.9954874e-10
282411.9924431609,8.751536,-25.963419,-20.179453,47.78506,53.080067,-28.740742,-75.92237,-1.6186048e-09
282411.99644423136,7.7707896,-19.357037,-28.736412,23.71416,60.460403,7.948335,-81.768,-1.4436478e-10
282412.0004453018,6.600883,-11.935804,-35.168983,-5.2585697,42.94451,44.797432,-38.721684,2.0422843e-09
282412.0044463723,5.9780436,-6.6186156,-40.87944,-29.568361,26.647987,84.24094,44.174244,1.1467343e-09
282412.0084474427,5.558551,-2.0507815,-41.873478,-45.913017,9.253828,93.69211,110.1987,-1.9287285e-09
282412.0124485132,4.0313597,7.1740417,-32.66951,-61.484837,-59.090485,-13.810656,43.709316,-1.6186048e-09
282412.01644958364,2.4290009,14.376219,-16.945877,-49.554726,-68.03262,-50.551468,12.823732,-1.4436478e-10
282412.0204506541,0.800593,19.755194,0.56221956,-25.392542,-53.214073,-58.148308,-24.653948,2.0422843e-09
282412.02445172454,-0.21898705,22.854748,13.093474,-4.236507,-34.700848,-53.884235,-60.111324,1.1467343e-09
282412.028452795,-0.8638839,24.857365,21.36805,12.872141,-11.451563,-33.59284,-54.868504,-1.9287285e-09
282412.03245386545,-2.2611737,28.240866,36.878452,47.30849,53.337765,51.198227,47.833298,-4.9954874e-10
282412.03645493585,-3.5869217,28.772083,44.88721,62.924114,80.53186,82.03144,82.96844,-1.6186048e-09
282412.0404560063,-5.0471635,25.473644,40.991146,53.02352,68.85113,68.7952,78.25801,-1.4436478e-10
282412.04445707676,-6.258939,19.993425,30.71587,30.78662,30.87162,19.682217,25.375671,2.0422843e-09
282412.0484581472,-7.0140414,15.034033,22.51696,13.774509,-10.343864,-38.19522,-61.38918,1.1467343e-09
282412.05245921767,-7.5460453,10.871656,14.223707,-0.841027,-42.380486,-74.39521,-120.063705,-1.9287285e-09
282412.0564602881,-8.541708,5.7732544,-9.895084,-44.27043,-80.36371,-66.53696,-20.350239,-1.6186048e-09
282412.0604613586,-9.164418,-1.2704191,-24.375696,-54.40662,-67.1006,-35.48541,14.70604,-1.4436478e-10
282412.064462429,-9.546812,-9.342358,-34.31708,-49.739487,-25.0308,14.650743,37.3806,2.0422843e-09
282412.0684634995,-9.726034,-16.04638,-40.330574,-41.818092,17.698036,68.70117,59.48468,1.1467343e-09
282412.07246456994,-9.893399,-20.369734,-41.909306,-30.618929,45.17519,91.199684,54.624462,-1.9287285e-09
282412.0764656404,-10.242074,-26.440586,-39.699673,7.9789457,76.986,16.48123,-65.90087,-1.6186048e-09
282412.08046671085,-9.939694,-27.526506,-26.40607,26.769554,60.357086,-19.339771,-86.73911,-1.4436478e-10
282412.0844677813,-9.49268,-26.602108,-9.62194,40.196907,22.41716,-47.618755,-31.208693,2.0422843e-09
282412.08846885175,-9.246614,-26.146393,3.0466316,52.52752,-12.627229,-80.47736,70.78004,1.1467343e-09
282412.0924699222,-8.91141,-25.269363,12.841117,57.144722,-37.504192,-88.77353,137.62975,-1.9287285e-09
282412.09647099266,-7.8472204,-20.844156,33.09202,30.730755,-66.19207,13.656583,75.863785,-4.9954874e-10
282412.1004720631,-6.9843946,-15.039886,43.770874,2.2814043,-60.14566,76.15032,-26.679598,-1.6186048e-09
282412.1044731336,-5.689095,-6.425451,42.84465,-21.549158,-32.105206,83.58351,-94.795845,-1.4436478e-10
282412.108474204,-4.308239,1.6447866,35.406624,-37.92685,7.8357086,45.575863,-107.020134,2.0422843e-09
282412.1124752745,-3.353941,6.7144074,28.979982,-52.36574,46.601307,-0.9044893,-77.36307,1.1467343e-09
282412.11647634493,-2.6916816,10.2004385,22.129402,-58.316696,70.15197,-37.650124,-24.26966,-1.9287285e-09
282412.1204774154,-0.9520629,17.691631,3.0413475,-36.65386,61.03294,-73.568115,77.86511,-1.4436478e-10
282412.12447848584,0.59859025,22.372711,-13.703743,-5.2196455,22.32077,-42.934464,55.107983,2.0422843e-09
